customer_Id,Recency,Frequency,Monetary,Cluster
267076,418,2,2347.02,0
267078,87,1,1949.22,0
267081,616,1,1806.675,1
267084,434,1,307.19,0
267088,267,2,5234.385,0
267090,54,1,634.27,0
267092,370,1,909.415,0
267093,150,3,13894.27,3
267094,26,3,2976.87,0
267097,3,1,181.22,0
267098,3,1,120.445,0
267099,602,3,4981.34,1
267100,1043,1,6364.8,1
267101,1045,1,5967.0,1
267102,421,1,724.88,0
267103,145,5,11666.59,2
267104,239,2,6195.735000000001,0
267105,33,2,8216.78,3
267106,800,2,10041.135,1
267107,644,1,2110.55,1
267108,222,1,5520.58,0
267110,463,4,13898.69,2
267113,448,2,3110.575,0
267116,481,1,727.09,0
267117,279,2,2523.82,0
267119,612,2,1290.6399999999999,1
267122,1045,1,1484.015,1
267124,572,2,7010.12,1
267125,372,6,10046.66,2
267126,120,4,15772.77,2
267134,58,6,16486.6,2
267135,118,2,5646.55,0
267139,63,2,2723.825,0
267140,879,1,5900.7,1
267143,267,3,15058.94,3
267146,305,3,9941.685,3
267147,332,2,4829.955,0
267148,55,3,4550.389999999999,3
267149,610,2,10503.025,3
267151,239,4,20734.22,2
267152,123,4,11726.26,2
267155,96,1,6060.925,0
267156,706,2,7896.33,1
267157,767,2,5679.700000000001,1
267158,340,3,3186.82,0
267160,671,1,5762.575,1
267161,1094,1,3690.7,1
267162,180,2,744.77,0
267163,216,7,18877.82,2
267164,29,4,12774.905,2
267165,277,3,10706.345000000001,3
267167,253,3,6612.32,3
267169,548,3,4337.125,3
267170,431,1,8105.175,0
267172,343,6,15477.735,2
267173,192,4,4594.59,3
267174,32,3,5068.635,3
267176,696,3,5213.39,1
267177,211,2,9066.525000000001,3
267178,587,1,998.92,1
267179,488,1,2552.55,0
267180,130,3,2379.065,0
267181,752,2,2522.715,1
267182,190,2,2919.41,0
267183,157,2,7190.235000000001,0
267188,63,2,2656.42,0
267189,83,2,2784.6000000000004,0
267191,733,1,1909.44,1
267192,311,1,475.15,0
267193,514,1,2541.5,1
267196,662,1,1333.735,1
267199,89,2,1887.3400000000001,0
267203,54,5,5497.375,3
267205,401,4,16649.035,2
267207,605,1,5639.92,1
267208,96,2,4233.255,0
267209,823,1,7276.425,1
267210,643,4,12938.445,3
267211,91,5,14278.810000000001,2
267212,145,1,1345.89,0
267214,344,4,14242.345,2
267215,821,1,3484.065,1
267216,123,2,4336.02,0
267220,885,2,7791.355,1
267224,278,4,13458.9,2
267226,100,4,7025.59,3
267227,251,1,3001.18,0
267228,951,2,5552.625,1
267230,124,3,4657.575,3
267231,462,2,1991.21,0
267232,582,3,9695.27,3
267233,339,5,8002.41,3
267234,250,2,4264.195,0
267235,176,3,5070.844999999999,3
267236,157,2,4263.09,0
267237,114,3,8865.414999999999,3
267239,386,2,3873.025,0
267240,1014,1,904.995,1
267241,159,2,2937.09,0
267242,521,1,1131.52,1
267243,23,1,4173.585,0
267244,458,3,4731.610000000001,3
267245,213,2,8743.865,3
267246,154,3,15807.025,2
267247,95,4,9048.845000000001,3
267248,733,2,1009.9699999999999,1
267251,731,2,512.72,1
267252,1006,2,1847.56,1
267254,302,1,787.865,0
267255,951,1,4254.25,1
267256,125,4,14867.775,2
267257,419,3,6127.224999999999,3
267258,95,1,606.645,0
267260,642,3,11202.49,3
267261,739,3,4364.75,1
267263,705,1,663.0,1
267264,99,2,1660.815,0
267265,520,4,13626.86,2
267266,575,3,10738.390000000001,3
267268,697,2,8877.57,1
267269,1032,1,3500.64,1
267270,737,1,4812.275,1
267272,345,3,8705.19,3
267273,540,1,1587.885,1
267277,921,1,2340.39,1
267278,223,2,3876.34,0
267279,478,2,1155.83,0
267280,432,2,6949.345,0
267281,36,3,8954.92,3
267282,38,4,5620.03,3
267286,455,3,5513.950000000001,3
267287,1008,2,8389.16,1
267289,1014,1,1024.335,1
267291,119,3,4474.145,3
267293,359,3,6315.075000000001,3
267294,188,2,7962.63,3
267295,493,1,1232.075,0
267296,829,1,2181.27,1
267297,921,1,4955.925,1
267298,692,1,1365.78,1
267301,33,3,7011.225,3
267302,222,1,2205.58,0
267304,30,2,1486.225,0
267306,284,5,13693.16,2
267307,96,4,12446.72,2
267308,117,1,1628.77,0
267309,159,2,4276.35,0
267316,130,3,14921.92,2
267317,914,2,4040.985,1
267318,1122,1,4773.6,1
267320,121,2,5408.975,0
267322,113,4,12372.685,2
267324,601,5,17398.225,2
267325,187,6,13037.895,2
267326,575,1,3252.015,1
267327,159,1,5357.04,0
267328,335,2,3927.17,0
267330,697,3,4957.03,1
267331,766,1,1648.66,1
267332,119,2,8381.425,3
267333,861,1,497.25,1
267335,708,1,1113.84,1
267338,119,5,9447.75,2
267341,1076,1,2028.78,1
267343,33,4,9927.32,3
267344,184,2,6696.3,0
267345,210,4,8432.255000000001,3
267346,213,5,7199.075,3
267347,275,1,769.08,0
267348,361,3,5957.055,3
267349,217,5,14362.79,2
267350,675,2,6926.14,1
267356,758,2,3090.685,1
267358,155,6,15805.920000000002,2
267359,218,2,2842.06,0
267360,5,1,2234.31,0
267361,53,4,9928.425000000001,3
267365,704,2,9049.95,1
267366,695,2,2119.3900000000003,1
267367,483,1,382.33,0
267370,267,2,8108.49,3
267374,398,3,6949.344999999999,3
267375,8,3,8394.685,3
267376,217,1,815.49,0
267377,35,4,8276.45,3
267378,213,3,4822.22,3
267380,770,2,2323.815,1
267382,574,1,504.985,1
267383,220,3,5885.23,3
267384,127,2,6271.98,0
267385,304,2,3165.825,0
267386,391,3,7796.88,3
267387,280,1,1506.115,0
267389,453,1,3444.285,0
267390,636,3,11275.42,3
267395,610,1,848.64,1
267396,345,2,4690.725,0
267398,649,3,7999.094999999999,3
267400,946,1,1966.9,1
267401,603,4,10413.52,3
267402,388,3,6715.084999999999,3
267403,518,1,1194.505,1
267406,328,2,2591.2250000000004,0
267407,205,1,737.035,0
267408,314,2,2817.75,0
267411,332,1,1796.73,0
267412,209,2,6161.48,0
267413,580,2,4152.59,1
267414,460,4,21888.945,2
267415,96,2,6080.815,0
267419,206,5,24974.105,2
267420,27,2,5166.98,0
267422,453,2,3575.78,0
267424,456,1,795.6,0
267425,305,3,8777.015,3
267426,52,1,213.265,0
267429,310,2,5772.52,0
267430,181,3,6826.6900000000005,3
267432,180,3,11330.67,3
267433,64,3,4599.01,3
267436,570,2,6492.98,1
267437,155,3,3675.23,0
267439,35,3,6334.965,3
267442,125,5,9238.905,2
267445,752,1,825.435,1
267446,54,3,8444.41,3
267447,185,2,2419.95,0
267448,670,1,809.965,1
267449,393,1,393.38,0
267450,28,2,5889.65,0
267452,329,2,4249.83,0
267453,393,2,4717.245,0
267455,299,3,6008.99,3
267457,979,1,6287.45,1
267460,60,2,4117.2300000000005,0
267462,426,2,7624.5,3
267463,917,1,2870.79,1
267464,455,3,2314.9750000000004,0
267465,63,7,13182.65,2
267466,1,2,2366.91,0
267467,694,4,4960.345,3
267470,459,4,6931.665,3
267473,510,3,16118.635,2
267474,484,1,906.1,0
267475,1092,1,131.495,1
267478,556,1,1326.0,1
267479,399,2,6079.71,0
267480,37,3,3706.17,0
267482,541,2,3768.05,1
267483,402,2,9912.955,3
267486,541,3,12761.645,3
267488,25,3,9625.655,3
267489,891,2,6621.16,1
267490,342,2,2382.38,0
267497,341,3,12061.075,3
267498,85,3,6892.99,3
267499,334,3,3151.46,0
267500,7,4,6614.53,3
267503,179,2,3540.42,0
267504,126,4,19277.829999999998,2
267508,96,1,2579.07,0
267510,1043,1,3169.14,1
267511,30,2,10884.25,3
267512,241,3,3888.495,3
267517,359,2,5324.995,0
267522,701,3,11843.39,3
267524,881,1,1806.675,1
267525,542,1,1642.03,1
267527,63,5,15951.78,2
267528,150,4,17492.15,2
267529,459,2,11585.925,3
267534,238,1,4123.86,0
267536,645,2,498.355,1
267537,764,1,1833.195,1
267538,422,4,13506.415,2
267539,1068,1,7514.0,1
267540,158,3,12289.810000000001,3
267542,1061,1,1931.54,1
267543,822,1,5657.6,1
267544,2,1,889.525,0
267546,184,2,3550.365,0
267547,23,6,8837.79,2
267550,366,4,11327.355,3
267551,769,2,8844.42,1
267552,553,2,3487.38,1
267555,150,2,4721.665,0
267557,371,2,3871.92,0
267558,160,3,1105.0,0
267559,4,1,685.1,0
267560,449,4,7484.165,3
267562,736,1,3142.62,1
267565,663,2,6196.84,1
267568,3,3,13026.845000000001,3
267573,879,1,3152.565,1
267574,674,1,714.935,1
267575,495,2,5341.57,0
267576,64,4,9315.15,3
267577,398,3,5147.09,3
267579,571,2,2251.99,1
267580,815,1,2370.225,1
267583,83,3,16420.3,2
267585,310,1,901.68,0
267586,723,2,4689.62,1
267588,338,5,10741.705,2
267589,906,2,9342.775,1
267592,159,3,12289.81,3
267594,22,6,13363.869999999999,2
267595,461,4,13140.66,2
267596,192,4,14242.345000000001,2
267597,342,1,2554.76,0
267598,186,3,4728.295,3
267599,391,2,9162.66,3
267603,1045,1,2508.35,1
267604,331,4,5769.205,3
267606,177,2,8205.73,3
267609,860,1,5541.575,1
267610,583,1,2868.58,1
267611,206,4,5731.635,3
267613,552,1,353.6,1
267615,207,1,3817.775,0
267616,739,1,4674.15,1
267617,151,2,2868.58,0
267618,275,3,8508.5,3
267620,178,3,12634.57,3
267621,37,3,7295.210000000001,3
267622,180,2,5715.0599999999995,0
267623,342,1,1701.7,0
267624,417,1,6055.4,0
267629,97,3,6712.875,3
267630,633,1,499.46,1
267631,214,2,5038.8,0
267632,844,1,3116.1,1
267633,581,1,1372.41,1
267634,121,3,15186.015,2
267635,91,3,5982.469999999999,3
267637,328,2,6668.675,0
267638,753,1,433.16,1
267639,465,3,8698.56,3
267640,310,2,10477.61,3
267642,113,2,3284.06,0
267643,395,1,5414.5,0
267644,145,4,8094.125,3
267646,192,1,2514.98,0
267649,129,4,11195.86,3
267651,117,3,5115.045,3
267652,147,4,5691.855,3
267653,248,4,8485.295,3
267654,976,1,1905.02,1
267655,99,2,478.46500000000003,0
267656,27,3,6760.39,3
267657,148,4,12950.6,2
267658,1028,1,1714.96,1
267661,830,1,3204.5,1
267662,345,5,14874.405,2
267663,576,1,1209.975,1
267664,362,2,3749.265,0
267665,60,3,7914.01,3
267666,122,4,11487.58,3
267668,184,4,10733.970000000001,3
267669,34,3,5634.395,3
267671,463,1,201.11,0
267673,93,4,9710.74,3
267674,277,3,4026.62,3
267677,213,3,9703.005000000001,3
267680,126,3,5233.28,3
267681,246,1,2447.575,0
267682,98,1,1155.83,0
267683,63,4,6607.9,3
267685,62,1,1428.765,0
267687,205,2,2545.92,0
267688,692,2,11961.625,1
267690,337,3,7361.51,3
267691,453,3,7101.835,3
267693,481,3,10359.375,3
267696,434,1,1480.7,0
267697,360,2,5725.005,0
267698,250,3,4787.965,3
267699,517,3,7222.280000000001,3
267700,121,2,5313.945,0
267701,54,6,11288.68,2
267702,21,3,4842.11,3
267704,1037,1,5286.32,1
267706,887,1,1552.525,1
267707,997,2,2585.7,1
267711,267,4,6865.365,3
267712,278,2,1244.23,0
267713,828,2,6316.18,1
267714,208,6,9886.435000000001,2
267715,649,4,14246.765,2
267716,365,2,6710.665,0
267718,115,2,5940.48,0
267720,575,3,9729.525000000001,3
267724,571,2,7371.455,1
267726,512,3,8349.380000000001,3
267727,250,2,4947.085,0
267732,1039,1,919.36,1
267734,313,2,4915.04,0
267737,551,3,9414.6,3
267738,144,4,6937.1900000000005,3
267739,277,2,7652.125,3
267740,29,5,9100.779999999999,2
267742,218,4,8349.380000000001,3
267743,609,2,2868.58,1
267745,67,1,2132.65,0
267747,192,4,7544.9400000000005,3
267748,186,3,6910.669999999999,3
267749,93,1,3666.39,0
267750,1,2,11331.775,3
267752,613,3,3804.515,1
267753,29,3,3261.96,0
267754,422,3,5655.39,3
267756,222,1,700.57,0
267757,275,2,2960.295,0
267759,371,2,6322.81,0
267760,521,4,10384.79,3
267763,674,2,7129.46,1
267764,246,1,3858.66,0
267768,96,7,8507.395,2
267769,69,4,5174.715,3
267771,25,2,3890.705,0
267772,158,2,3392.35,0
267774,800,3,2895.1,1
267775,65,2,2476.305,0
267776,267,2,4389.0599999999995,0
267778,205,3,8140.535,3
267780,575,1,2634.32,1
267781,723,2,2012.205,1
267782,769,2,3652.025,1
267783,492,4,7393.555,3
267784,825,1,2287.35,1
267785,486,1,392.275,0
267786,55,2,3063.06,0
267792,92,6,21518.77,2
267793,390,2,6711.77,0
267794,215,4,18525.325,2
267795,305,2,7459.855,3
267798,614,1,2933.775,1
267801,65,6,9908.535,2
267802,84,1,7712.9,0
267803,176,1,1042.015,0
267804,513,2,3867.5,0
267805,878,1,1590.095,1
267806,214,2,2174.64,0
267807,668,2,3254.225,1
267809,571,1,2298.4,1
267811,67,3,14067.755,3
267812,366,2,2649.79,0
267813,1117,1,3924.96,1
267814,762,2,7339.41,1
267815,183,2,6422.26,0
267817,90,2,4001.205,0
267818,401,2,9754.94,3
267819,678,2,1264.12,1
267825,67,6,16959.54,2
267826,391,3,8039.9800000000005,3
267827,151,4,12416.885,2
267828,24,2,1339.26,0
267830,457,2,9703.005000000001,3
267831,608,1,3755.895,1
267832,358,5,15740.724999999999,2
267835,248,1,1396.72,0
267836,158,3,14519.7,3
267838,637,1,1308.32,1
267840,205,3,9821.24,3
267842,122,3,14684.345000000001,2
267844,67,4,7917.325,3
267846,35,2,2506.14,0
267849,183,1,5396.82,0
267852,159,3,10743.915,3
267854,1062,2,8725.08,1
267856,914,2,3310.58,1
267858,21,2,10638.939999999999,3
267859,820,2,6201.26,1
267860,1119,1,4221.1,1
267862,455,1,7928.375,0
267863,280,1,4793.49,0
267864,607,2,5801.25,1
267867,401,1,3226.6,0
267874,36,1,1555.84,0
267875,343,2,1188.98,0
267876,122,1,987.87,0
267877,362,1,839.8,0
267878,553,1,1451.97,1
267880,65,2,1350.31,0
267881,398,2,5429.97,0
267883,251,4,10711.869999999999,3
267886,95,3,8772.595,3
267887,549,1,3863.08,1
267888,52,4,6044.35,3
267889,670,3,6797.960000000001,1
267890,312,3,6563.7,3
267891,236,5,8638.89,3
267892,739,5,11583.715,2
267894,875,1,2244.255,1
267895,663,3,6778.07,1
267897,311,1,530.4,0
267898,236,2,9244.43,3
267901,543,2,2591.225,1
267902,1118,1,1785.68,1
267903,146,4,6348.225,3
267904,905,3,15090.985,3
267905,37,3,6600.165000000001,3
267906,483,2,4010.045,0
267907,329,2,10672.09,3
267909,24,1,6574.75,0
267910,129,1,3991.26,0
267912,24,2,4389.0599999999995,0
267913,185,2,4070.82,0
267914,218,1,1414.4,0
267915,86,3,7673.12,3
267918,359,3,6148.22,3
267920,206,2,6212.3099999999995,0
267924,86,2,3068.585,0
267925,38,3,5412.29,3
267926,93,1,1349.205,0
267927,37,1,2105.025,0
267930,577,3,9353.825,3
267933,176,2,609.96,0
267934,431,5,16123.055,2
267935,36,1,2240.94,0
267938,177,3,7547.150000000001,3
267939,344,4,14232.4,2
267940,968,2,3742.635,1
267942,547,1,334.815,1
267943,483,3,18472.285,2
267948,954,1,1028.755,1
267950,280,2,8851.05,3
267951,611,1,1806.675,1
267952,124,2,1830.9850000000001,0
267959,59,2,5421.13,0
267960,876,1,2735.98,1
267962,130,3,4832.165,3
267965,399,3,16081.065,2
267968,615,1,1591.2,1
267970,149,3,14138.475,3
267971,119,5,11585.925,2
267972,130,1,609.96,0
267974,62,4,19891.105,2
267975,284,2,4976.92,0
267976,241,3,9868.755,3
267977,122,5,13247.845000000001,2
267978,39,3,4621.110000000001,3
267979,459,1,2961.4,0
267980,367,2,12106.380000000001,3
267983,221,2,6180.264999999999,0
267985,66,4,22746.425,2
267987,155,6,17014.79,2
267989,277,1,3751.475,0
267990,417,1,1971.32,0
267991,26,5,13024.635,2
267995,304,4,19409.325,2
267996,826,1,3078.53,1
267999,27,2,1235.3899999999999,0
268001,819,1,1298.375,1
268002,1028,2,3888.495,1
268003,85,2,1635.4,0
268004,58,6,15972.775,2
268005,1104,1,376.805,1
268006,540,3,10273.185000000001,3
268008,148,4,15453.425,2
268011,68,6,19370.65,2
268014,360,2,4369.17,0
268015,790,3,8191.365,1
268016,92,2,1980.16,0
268017,116,1,6475.3,0
268018,492,1,2171.325,0
268020,35,1,1849.77,0
268021,70,3,9975.94,3
268024,97,4,15755.09,2
268025,54,4,5660.915000000001,3
268026,362,2,1840.93,0
268027,28,4,12696.449999999999,2
268029,243,1,724.88,0
268032,208,4,12667.72,2
268033,211,2,2844.27,0
268037,1008,1,3381.3,1
268039,391,1,709.41,0
268041,251,2,12621.310000000001,3
268043,700,4,10830.105,3
268044,761,3,8979.23,1
268046,852,1,3537.105,1
268047,21,3,9311.835,3
268048,276,2,4159.22,0
268049,390,2,4685.2,0
268050,21,2,3274.1150000000002,0
268052,6,2,3933.8,0
268054,28,4,10284.234999999999,3
268055,37,4,12654.46,2
268056,885,1,1156.935,1
268057,435,2,5257.59,0
268060,209,5,8473.14,3
268061,617,1,3080.74,1
268062,298,2,4595.695000000001,0
268063,130,2,6126.12,0
268065,130,2,6687.46,0
268067,915,1,826.54,1
268068,207,5,14740.7,2
268069,186,3,6035.51,3
268070,422,4,11135.085,3
268073,54,2,8694.14,3
268074,495,2,2066.35,0
268076,7,6,15531.880000000001,2
268077,215,5,11887.59,2
268078,521,5,8848.84,3
268079,848,1,3947.06,1
268080,85,2,3387.9300000000003,0
268081,220,4,8468.72,3
268082,570,3,9911.849999999999,3
268087,613,2,3406.715,1
268089,363,2,995.605,0
268090,494,2,2258.62,0
268092,88,3,3373.5649999999996,0
268093,397,2,4573.595,0
268096,65,1,2554.76,0
268097,213,2,12046.71,3
268098,123,1,1299.48,0
268099,24,2,7326.15,0
268100,122,5,5807.88,3
268101,386,1,585.65,0
268102,673,1,2035.41,1
268106,125,2,5814.51,0
268107,574,3,9580.35,3
268108,189,6,14989.325,2
268109,669,1,5176.925,1
268110,1038,1,956.93,1
268122,344,2,4654.26,0
268126,432,4,7954.895,3
268127,457,1,576.81,0
268129,2,2,6762.6,0
268131,217,3,7391.344999999999,3
268132,425,3,7253.219999999999,3
268133,733,2,7243.275,1
268136,7,4,7433.335000000001,3
268137,303,2,7280.845,0
268138,4,2,7595.77,3
268139,187,2,10778.17,3
268140,185,1,201.11,0
268141,275,2,7353.775,3
268143,388,2,1645.345,0
268144,56,4,14181.57,2
268145,120,3,11482.055,3
268146,65,2,8441.095000000001,3
268147,999,2,1738.165,1
268151,29,5,14636.829999999998,2
268152,571,1,2302.82,1
268153,126,1,7889.7,0
268157,191,1,1064.115,0
268159,327,4,10078.705,3
268160,727,3,6458.725,1
268161,577,1,4339.335,1
268162,739,1,5741.58,1
268164,631,1,533.715,1
268166,426,2,3169.14,0
268167,637,1,7956.0,1
268168,463,1,4289.61,0
268169,113,3,5457.594999999999,3
268172,616,1,5276.375,1
268174,60,4,12332.905,2
268177,336,5,15887.69,2
268179,724,1,4768.075,1
268180,941,2,8694.14,1
268183,185,2,4945.98,0
268184,251,2,1225.445,0
268186,64,3,7269.795,3
268187,851,1,817.7,1
268191,575,2,3819.9849999999997,1
268193,297,3,4384.64,3
268196,387,3,5801.25,3
268198,309,1,1268.54,0
268199,182,5,5507.32,3
268200,515,3,9950.525,3
268202,53,3,8018.985000000001,3
268203,117,1,603.33,0
268204,278,2,4326.075000000001,0
268207,738,4,8319.545,3
268209,920,1,1322.685,1
268211,24,5,23020.465,2
268216,998,1,837.59,1
268218,1059,1,2123.81,1
268220,149,1,1144.78,0
268221,120,1,3848.715,0
268223,456,5,19065.67,2
268225,1041,1,2844.27,1
268226,431,1,1264.12,0
268228,768,1,512.72,1
268229,2,3,12126.27,3
268231,639,2,8958.234999999999,1
268240,548,1,2497.3,1
268241,545,2,5194.605,1
268243,99,3,12357.215,3
268245,266,2,3052.0099999999998,0
268246,458,3,4329.39,3
268250,87,3,14408.095000000001,3
268251,371,4,4771.389999999999,3
268255,455,3,6772.545,3
268260,333,1,379.015,0
268261,387,4,9589.19,3
268266,23,3,3398.98,0
268268,57,4,12006.93,2
268269,455,2,5073.055,0
268271,892,2,5843.240000000001,1
268274,1092,1,1040.91,1
268275,522,2,1696.1750000000002,0
268277,551,4,13848.965,2
268279,338,3,8876.465,3
268282,306,1,3989.05,0
268284,56,4,6252.09,3
268286,753,2,959.1400000000001,1
268287,938,3,2393.43,1
268288,618,2,4752.605,1
268289,820,3,9842.235,1
268290,1004,2,2126.02,1
268292,333,4,4635.475,3
268293,122,1,4320.55,0
268295,278,1,6613.425,0
268297,393,3,3574.675,0
268299,252,4,12263.289999999999,2
268300,448,1,1160.25,0
268301,366,2,8291.92,3
268302,183,3,6246.5650000000005,3
268304,388,3,8129.485,3
268305,547,3,3530.4750000000004,1
268307,858,1,358.02,1
268308,577,2,1902.81,1
268312,488,1,607.75,0
268313,219,3,8963.76,3
268315,574,1,3580.2,1
268317,733,4,16515.33,2
268319,182,4,14697.605,2
268323,280,3,10338.380000000001,3
268326,820,1,5357.04,1
268327,358,1,881.79,0
268328,246,4,10517.390000000001,3
268329,338,3,5683.014999999999,3
268331,579,1,735.93,1
268332,941,1,1170.195,1
268333,635,2,4751.5,1
268334,461,1,4238.78,0
268335,29,6,20766.265,2
268337,478,2,3675.2300000000005,0
268338,877,1,2093.975,1
268339,419,2,4374.695,0
268342,517,2,8565.96,3
268343,486,4,11147.24,3
268344,70,4,7666.49,3
268345,146,2,9341.67,3
268346,982,1,2681.835,1
268347,859,1,2061.93,1
268348,151,4,19833.645,2
268350,151,2,7122.83,0
268351,511,2,2324.92,0
268352,26,2,6350.4349999999995,0
268353,251,3,3155.88,0
268354,119,1,2840.955,0
268360,89,5,13987.09,2
268363,768,1,2895.1,1
268364,330,3,12110.8,3
268366,1004,1,833.17,1
268367,511,3,5076.37,3
268368,154,5,17129.71,2
268369,100,3,6537.18,3
268370,859,1,322.66,1
268371,339,3,2223.26,0
268372,699,2,3316.105,1
268376,160,1,2320.5,0
268377,123,2,9989.2,3
268379,311,5,11617.970000000001,2
268383,154,4,11581.505,3
268384,449,1,5295.16,0
268385,154,2,12387.05,3
268386,754,1,1277.38,1
268387,83,4,8065.3949999999995,3
268389,1119,1,806.65,1
268390,131,1,2035.41,0
268391,123,2,4097.34,0
268392,612,1,1617.72,1
268393,549,3,5536.05,3
268395,389,2,3413.3450000000003,0
268397,417,4,8127.275000000001,3
268402,484,4,10957.18,3
268403,880,1,3078.53,1
268405,702,2,4954.82,1
268407,787,1,371.28,1
268408,39,5,14275.495,2
268411,328,2,4800.12,0
268412,954,1,7491.9,1
268415,154,3,12000.3,3
268418,242,2,4641.0,0
268419,126,5,18402.67,2
268421,57,2,8479.77,3
268424,62,3,5217.81,3
268428,676,2,8289.71,1
268430,369,3,4639.8949999999995,3
268431,58,1,1376.83,0
268434,544,2,4079.66,1
268436,65,3,11584.82,3
268438,99,2,11938.42,3
268442,431,2,13431.275,3
268443,549,1,3026.595,1
268444,8,1,265.2,0
268445,128,3,3929.38,0
268447,179,3,1825.46,0
268449,250,3,10225.67,3
